word_family_id,canonical_headword,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,related_words,opposites,raw_count_total,document_frequency_total,source_diversity,source_tables,confidence,needs_human_review
righteou,righteou,righteous,,,light_holy,,"just and fair, especially in a way that is considered morally good",good;virtuous;noble,wicked;evil;cruel,25,24,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,0.9,False
row,row,row,,,trade_crafting,,a line of objects or people,line;sequence,,25,24,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
seemingly,seemingly,seemingly,,,emotion_morality,,"appearing or seeming to be something, but not necessarily being so",,,25,25,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
sell,sell,sell,,,trade_crafting,,to give or transfer ownership of something in exchange for payment,give;transfer;payment,buy;purchase,25,25,3,BroadcastText;ItemSparse;JournalEncounter,0.1,True
significantly,significantly,significantly,,,trade_crafting,,to a great or considerable extent,great;considerable;extent,insignificantly;slightly,25,25,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.1,True
soup,soup,soup,,,trade_crafting,,a liquid or semi-liquid food substance,food;substance;liquid,solid;dry,25,25,3,BroadcastText;ItemSparse;JournalEncounterSection,0.1,True
splinter,splinter,splinter;splintered,,,ancient_ruins_memory;corruption_defilement_curse,,broken or fragmented,,,25,24,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
stormrage,stormrage,stormrage,,,void_old_gods_cosmic_horror,,"a powerful or fierce storm, often associated with magic or the supernatural",,,25,25,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
structure,structure,structure;structures,,,trade_crafting,,"a building or system of buildings, often used for a specific purpose such as housing or industry",building;system;industry,chaos;disorder,25,25,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
superheate,superheate,superheated,,,elements_primalists,,heated to a very high temperature,scorching;blazing;searing,freezing;chilling,25,20,2,ItemSparse;JournalEncounterSection,0.9,False
sweat,sweat,sweat,,,nature_druid_emerald,,a type of bodily fluid or secretion,fluid;secretion;bodily,dryness;aridity,25,25,3,BroadcastText;ItemSparse;JournalEncounter,0.1,True
tamer,tamer,tamer,,,family_relationships,,one who trains or handles wild animals,trainer;handler;caregiver,abuser;beater,25,25,2,BroadcastText;JournalEncounter,0.8,False
temporarily,temporarily,temporarily,,,travel_places,,for a limited or short period of time,limited;short;time,permanently;enduringly,25,25,3,BroadcastText;ItemSparse;JournalEncounterSection,0.1,True
thorium,thorium,thorium,,,elements_primalists,,a type of radioactive or energetic substance,radioactive;energetic;substance,stable;non-radioactive,25,25,3,BroadcastText;ItemSparse;JournalEncounterSection,0.1,True
throngu,throngu,throngus,,,nobility_titles_power,,a high-ranking officer or leader,general;commander;officer,servant;peon,25,20,2,JournalEncounter;JournalEncounterSection,0.9,False
tornado,tornado,tornado,,,nature_druid_emerald,,a rotating column of air that causes damage,storm;hurricane;cyclone,calm;peaceful,25,22,2,ItemSparse;JournalEncounterSection,0.8,False
uncommon,uncommon,uncommon,,,trade_crafting,,not common or usual,rare;exotic;unique,common;ordinary,25,25,2,ItemNameDescription;ItemSparse,0.7,True
via,via,via,,,travel_places,,by way of or through something,way;path;route,,25,25,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
wooden,wooden,wooden,,,forge_weapons_armor,,made of wood or having a wooden appearance,carved;crafted;ornate,metallic;plastic,25,23,2,ItemSparse;JournalEncounterSection,0.8,False
yeah,yeah,yeah,,,emotion_morality,,an expression of agreement or confirmation,yes;agreement;confirmation,disagreement;denial,25,21,2,BroadcastText;ItemSparse,0.6,True
yield,yield,yield,,,war_conflict,,to give up or surrender control,surrender;capitulate;cede,resist;fight,25,25,2,BroadcastText;ItemSparse,0.8,False
you'd,you'd,you'd,,,emotion_morality,,an expression of agreement or confirmation,yes;agreement;confirmation,disagreement;denial,25,25,2,BroadcastText;ItemSparse,0.6,True
zul'aman,zul'aman,zul'aman,,,death_undead_crypt,,"a location or place, possibly a city or temple",,,25,25,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
akama,akama,akama,,,light_holy,,a holy being or a powerful figure,holy;sacred;righteous,dark_profane,24,18,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
armament,armament,armaments,,,forge_weapons_armor,,weapons or military equipment,arms;equipment,,24,24,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
art,art,arts,,,magic_artifacts_runes,,magical or arcane knowledge,magic;arcane;runes,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
ashen,ashen,ashen,,,death_mourning,,"gray or pale, like ashes",gray;pale;ashy,,24,22,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
banshee,banshee,banshee,,,death_undead_crypt,,a female spirit or a ghostly being,spirit;ghost;undead,,24,21,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
bargain,bargain,bargain,,,trade_crafting,,a deal or agreement between two or more parties,deal;agreement;contract,,24,24,3,BroadcastText;JournalEncounter;JournalEncounterSection,1.0,False
bell,bell,bell,,,forge_weapons_armor,,a hollow metal object that makes a ringing sound when struck,ring;sound;noise,,24,24,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
bend,bend,bend;bends,,,corruption_defilement_curse;trade_crafting,,"to curve or flex something, often to make it more useful or functional",curve;flex;something,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
bramble,bramble,bramble;brambles,,,nature_druid_emerald,,thorny shrubs or bushes,thorns;shrubs;bushes,,24,20,2,ItemSparse;JournalEncounterSection,0.8,False
bulwark,bulwark,bulwark,,,forge_weapons_armor,,a strong defensive structure or a barrier,strong;defensive;barrier,,24,23,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,0.9,False
century,century,centuries,,,ancient_ruins_memory,,a period of 100 years,era;age;epoch,,24,24,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
currently,currently,currently,,,travel_places,,at the present time or in the current situation,present;time;situation,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
deplet,deplet,depleted,,,corruption_defilement_curse,,used up or exhausted,drained;exhausted;spent,replenished;restored,24,24,2,ItemSparse;JournalEncounterSection,0.7,True
dissipate,dissipate,dissipate;dissipates,,,corruption_defilement_curse;magic_artifacts_runes,,to disappear or fade away,disappear;fade;away,,24,24,2,ItemSparse;JournalEncounterSection,0.7,True
entity,entity,entities;entity,,,magic_artifacts_runes;void_old_gods_cosmic_horror,,"a person, thing, or idea that exists independently and has its own identity",person;thing;idea,non-entity;nothing;void,24,24,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
eonar,eonar,eonar,,,nature_druid_emerald,,a titan or a powerful being connected to nature,titan;nature;powerful,,24,22,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
epoch,epoch,epoch,,,ancient_ruins_memory,,a period of time marked by significant events or developments,era;age;period,,24,24,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
especially,especially,especially,,,emotion_morality,,in a special or exceptional way,special;exceptional;unique,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
eversong,eversong,eversong,,,pandaria_mists_celestials,,a place or region of great beauty and tranquility,paradise;heaven;utopia,,24,24,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
exactly,exactly,exactly,,,emotion_morality,,"precisely or accurately, without deviation or error",precise;accurate;exact,,24,24,3,BroadcastText;ItemSparse;JournalEncounter,1.0,False
excessive,excessive,excessive,,,law_oath_crime,,going beyond what is reasonable or necessary,excess;surplus;overabundance,,24,24,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
experimental,experimental,experimental,,,goblin_engineering_alchemy,,relating to or characterized by experimentation or testing,experiment;test;trial,,24,24,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
forsaken,forsaken,forsaken,,,death_undead_crypt,,"abandoned or deserted, left to decay",withered;weathered;dormant,hallowed;consecrated;sanctified,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
foundry,foundry,foundry,,,trade_crafting,,a place where metal is melted or shaped,metal;melted;shaped,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
gara'jal,gara'jal,gara'jal,,,nobility_titles_power,,a high-ranking officer or leader,general;commander;officer,servant;peon,24,20,2,JournalEncounter;JournalEncounterSection,0.9,False
gas,gas,gas,,,forge_weapons_armor,,a state of matter characterized by the absence of a fixed shape or volume,air;vapor;fume,,24,23,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
glad,glad,glad,,,emotion_morality,,feeling happy or pleased,happy;pleased;joyful,sad;unhappy,24,24,2,BroadcastText;ItemSparse,0.7,True
goblin,goblin,goblins,,,goblin_engineering_alchemy,,a type of creature or a group of mischievous beings,creature;mischievous;beings,,24,23,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
goliath,goliath,goliath,,,dragons_draconic,,a giant or a powerful being connected to dragons,giant;powerful;dragons,,24,22,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
hateful,hateful,hateful,,,emotion_morality,,feeling or expressing hatred,hatred;feeling;expressing,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
hole,hole,holes,,,ancient_ruins_memory,,empty spaces or gaps in a surface or object,gaps;spaces;voids,,24,24,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
hurry,hurry,hurry,,,war_conflict,,"to move or act quickly, often in a state of urgency or emergency",rush;haste;speed,,24,24,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
initiate,initiate,initiate;initiates,,,family_relationships,,to begin or start something,,,24,22,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
invad,invad,invaded;invading,,,war_conflict,,entering or attacking,,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
legguard,legguard,legguards,,,forge_weapons_armor,,protective gear for the legs,armor;protection;defence,exposed;vulnerable,24,24,2,ItemNameDescription;ItemSparse,0.8,False
magistrix,magistrix,magistrix,,,magic_artifacts_runes,,a powerful or skilled magician,powerful;skilled;magician,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
mar'gok,mar'gok,mar'gok,,,void_old_gods_cosmic_horror,,a powerful or ancient being connected to the void,powerful;ancient;void,,24,17,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
march,march,march;marching,,,war_conflict,,"a movement or journey, often with a sense of urgency or importance",movement;journey;urgency,stop;halt,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
mechagon,mechagon,mechagon,,,dragons_draconic,,a place or location,place;location,,24,22,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
mojo,mojo,mojo,,,goblin_engineering_alchemy,,a mysterious or magical power,mysterious;magical;power,,24,20,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
nazgrim,nazgrim,nazgrim,,,nobility_titles_power,,a high-ranking officer or leader,general;commander;officer,servant;peon,24,15,2,JournalEncounter;JournalEncounterSection,0.9,False
net,net,net,,,nature_druid_emerald,,a mesh of threads or wires used for catching or holding things,mesh;threads;wires,,24,23,2,ItemSparse;JournalEncounterSection,0.8,False
obliterum,obliterum,obliterum,,,corruption_defilement_curse,,a corrupting or destructive force,corrupt;destroy;force,,24,24,2,ItemNameDescription;ItemSparse,0.9,False
oppose,oppose,oppose,,,war_conflict,,to resist or to fight against something,resist;fight;against,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
peridot,peridot,peridot,,,pandaria_mists_celestials,,a green gemstone,gem;stone;green,,24,24,2,ItemNameDescription;ItemSparse,0.7,True
perish,perish,perish;perished,,,death_mourning,,"to die or come to an end, often in a way that is sudden or unexpected",die;expire;pass away,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
phylactery,phylactery,phylactery,,,magic_artifacts_runes,,a container or vessel used to hold or store magical energy or power,container;vessel;repository,,24,17,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
post,post,post,,,trade_crafting,,"a fixed or stationary location, often used for trade or commerce",station;location;site,,24,24,3,BroadcastText;ItemNameDescription;ItemSparse,1.0,False
psychic,psychic,psychic,,,void_old_gods_cosmic_horror,,relating to the mind or spirit,mind;spirit;relating,,24,24,2,ItemSparse;JournalEncounterSection,0.8,False
putrid,putrid,putrid,,,death_mourning,,"having a strong, unpleasant odor or smell",stinky;smelly;fetid,,24,23,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
reset,reset,reset,,,law_oath_crime,,to bring something back to its original state,original;state;bring,,24,24,2,ItemSparse;JournalEncounterSection,0.9,False
restor,restor,restoring,,,magic_artifacts_runes,,to bring back or to revive something,bring;back;revive,,24,24,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
retain,retain,retain;retains,,,ancient_ruins_memory,,to keep or hold onto something,keep;hold;retain,,24,24,2,ItemSparse;JournalEncounterSection,0.5,True
scorpion,scorpion,scorpion,,,death_undead_crypt,,a type of venomous arachnid,spider;tarantula;arachnid,beneficial;harmless;insect,24,19,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
seismic,seismic,seismic,,,corruption_defilement_curse,,relating to earthquakes or seismic activity,earthquake;tremor;shaking,stable;calm;still,24,21,3,ItemNameDescription;ItemSparse;JournalEncounterSection,0.7,True
